Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-03-28 00:00:00-04:00,66.87000274658203,67.72000122070312,66.43000030517578,66.98999786376953,10775800,0.0,0.0,PYPL
2024-04-01 00:00:00-04:00,67.0,67.36100006103516,65.0,65.02999877929688,9840500,0.0,0.0,PYPL
2024-04-02 00:00:00-04:00,63.95000076293945,64.83999633789062,63.54999923706055,64.66000366210938,10329300,0.0,0.0,PYPL
2024-04-03 00:00:00-04:00,64.4800033569336,65.45500183105469,64.41000366210938,65.33999633789062,7176100,0.0,0.0,PYPL
2024-04-04 00:00:00-04:00,65.98999786376953,66.36000061035156,64.33999633789062,64.54000091552734,9933400,0.0,0.0,PYPL
2024-04-05 00:00:00-04:00,64.69999694824219,65.47000122070312,64.05999755859375,65.1500015258789,8058000,0.0,0.0,PYPL
2024-04-08 00:00:00-04:00,65.52999877929688,66.69999694824219,65.33000183105469,66.33999633789062,8421400,0.0,0.0,PYPL
2024-04-09 00:00:00-04:00,66.94999694824219,67.26000213623047,66.38500213623047,67.0,8459900,0.0,0.0,PYPL
2024-04-10 00:00:00-04:00,65.12000274658203,66.19000244140625,65.05000305175781,65.87999725341797,8566300,0.0,0.0,PYPL
2024-04-11 00:00:00-04:00,65.84500122070312,66.37799835205078,64.68000030517578,65.80000305175781,8785500,0.0,0.0,PYPL
2024-04-12 00:00:00-04:00,65.37999725341797,65.97000122070312,64.16000366210938,64.58999633789062,9909200,0.0,0.0,PYPL
2024-04-15 00:00:00-04:00,65.05999755859375,65.47000122070312,63.25,63.5099983215332,11008700,0.0,0.0,PYPL
2024-04-16 00:00:00-04:00,62.9900016784668,64.20999908447266,62.91999816894531,63.43000030517578,9912700,0.0,0.0,PYPL
2024-04-17 00:00:00-04:00,63.779998779296875,63.970001220703125,62.58000183105469,63.2599983215332,8000900,0.0,0.0,PYPL
2024-04-18 00:00:00-04:00,63.849998474121094,64.02999877929688,61.95000076293945,62.099998474121094,9240000,0.0,0.0,PYPL
2024-04-19 00:00:00-04:00,62.0,62.459999084472656,61.724998474121094,62.310001373291016,13118800,0.0,0.0,PYPL
2024-04-22 00:00:00-04:00,63.040000915527344,63.6349983215332,62.47999954223633,63.189998626708984,9958200,0.0,0.0,PYPL
2024-04-23 00:00:00-04:00,63.380001068115234,64.69999694824219,63.20000076293945,64.43000030517578,9913000,0.0,0.0,PYPL
2024-04-24 00:00:00-04:00,64.11000061035156,65.08999633789062,64.0199966430664,64.83999633789062,8189100,0.0,0.0,PYPL
2024-04-25 00:00:00-04:00,63.470001220703125,64.4000015258789,62.95000076293945,64.0999984741211,11711200,0.0,0.0,PYPL
2024-04-26 00:00:00-04:00,64.12999725341797,66.30000305175781,63.75,65.95999908447266,14200900,0.0,0.0,PYPL
2024-04-29 00:00:00-04:00,66.0,67.55000305175781,66.0,66.98999786376953,19142400,0.0,0.0,PYPL
2024-04-30 00:00:00-04:00,70.0,70.66200256347656,67.22000122070312,67.91999816894531,43903400,0.0,0.0,PYPL
2024-05-01 00:00:00-04:00,67.0,67.80000305175781,65.48999786376953,66.13999938964844,17966500,0.0,0.0,PYPL
2024-05-02 00:00:00-04:00,66.69999694824219,67.44000244140625,65.83000183105469,66.9800033569336,14480600,0.0,0.0,PYPL
2024-05-03 00:00:00-04:00,67.63999938964844,67.88999938964844,64.72000122070312,65.69999694824219,15435200,0.0,0.0,PYPL
2024-05-06 00:00:00-04:00,66.0,66.0999984741211,64.94999694824219,65.61000061035156,11257600,0.0,0.0,PYPL
2024-05-07 00:00:00-04:00,66.08000183105469,66.7699966430664,65.7699966430664,65.91999816894531,9232200,0.0,0.0,PYPL
2024-05-08 00:00:00-04:00,65.45999908447266,65.69999694824219,63.77000045776367,63.810001373291016,11183800,0.0,0.0,PYPL
2024-05-09 00:00:00-04:00,63.869998931884766,64.47000122070312,63.40999984741211,64.44999694824219,8368700,0.0,0.0,PYPL
2024-05-10 00:00:00-04:00,64.58999633789062,64.94000244140625,62.880001068115234,62.93000030517578,8745800,0.0,0.0,PYPL
2024-05-13 00:00:00-04:00,63.435001373291016,64.43000030517578,63.189998626708984,63.95000076293945,7311600,0.0,0.0,PYPL
2024-05-14 00:00:00-04:00,64.38999938964844,64.86000061035156,64.2699966430664,64.58000183105469,7556500,0.0,0.0,PYPL
