Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-03-28 00:00:00-04:00,153.2825567654556,154.19334045928628,153.19535784612873,153.2728729248047,6181500,0.0,0.0,JNJ
2024-04-01 00:00:00-04:00,152.8174777399477,153.23410464618001,151.89701022557156,152.8756103515625,4364700,0.0,0.0,JNJ
2024-04-02 00:00:00-04:00,151.70323202570017,152.92406123998146,151.1024938668883,152.82716369628906,6102300,0.0,0.0,JNJ
2024-04-03 00:00:00-04:00,152.8853159052536,153.13724363734968,149.45535827244308,149.4650421142578,8098200,0.0,0.0,JNJ
2024-04-04 00:00:00-04:00,150.48240307301404,150.66649955374297,147.6725514388628,147.75975036621094,6947400,0.0,0.0,JNJ
2024-04-05 00:00:00-04:00,147.304357233671,148.2538911539235,146.89741412499137,147.65316772460938,6778100,0.0,0.0,JNJ
2024-04-08 00:00:00-04:00,147.26559663850526,148.28294694580325,146.8489549334253,146.87802124023438,5935400,0.0,0.0,JNJ
2024-04-09 00:00:00-04:00,146.83928572865352,147.78881967620364,146.2482461238079,147.5562744140625,6135600,0.0,0.0,JNJ
2024-04-10 00:00:00-04:00,146.81987988401923,147.10087387909465,145.10489396195493,145.53121948242188,6809500,0.0,0.0,JNJ
2024-04-11 00:00:00-04:00,146.11260107274182,146.1804175351253,143.77750892062315,144.16506958007812,8374400,0.0,0.0,JNJ
2024-04-12 00:00:00-04:00,143.45776341766157,144.43637846828804,142.57604592326254,142.93455505371094,7097500,0.0,0.0,JNJ
2024-04-15 00:00:00-04:00,143.75810336723592,144.84329965153077,142.7891870896982,143.00234985351562,8502300,0.0,0.0,JNJ
2024-04-16 00:00:00-04:00,140.50253639893833,141.70399783979065,138.93289684621075,139.95994567871094,12774900,0.0,0.0,JNJ
2024-04-17 00:00:00-04:00,140.49288142781873,140.89014070978908,139.07825694412796,140.27003479003906,9378100,0.0,0.0,JNJ
2024-04-18 00:00:00-04:00,140.47348352165346,141.26800199827665,138.68099720560826,141.20986938476562,9887700,0.0,0.0,JNJ
2024-04-19 00:00:00-04:00,141.60712143431485,143.52558649002216,140.04716548863854,143.3124237060547,9747700,0.0,0.0,JNJ
2024-04-22 00:00:00-04:00,143.89376267767517,145.59906492595974,142.72138216646985,144.48480224609375,10118700,0.0,0.0,JNJ
2024-04-23 00:00:00-04:00,145.20182597557348,145.81224809612152,143.59342105175972,144.91114807128906,10110400,0.0,0.0,JNJ
2024-04-24 00:00:00-04:00,143.53525496174925,144.3588397011163,142.29504332482423,143.9131317138672,9756300,0.0,0.0,JNJ
2024-04-25 00:00:00-04:00,144.72704220392302,144.9305211590982,141.78154276625745,142.25631713867188,7642700,0.0,0.0,JNJ
2024-04-26 00:00:00-04:00,142.1400334474361,142.60510918149424,141.41334614475548,141.59744262695312,6183000,0.0,0.0,JNJ
2024-04-29 00:00:00-04:00,141.5974462793112,142.64387779630187,141.4521147288228,142.25631713867188,6149600,0.0,0.0,JNJ
2024-04-30 00:00:00-04:00,142.31445379470978,142.31445379470978,140.03749420921076,140.0956268310547,8817700,0.0,0.0,JNJ
2024-05-01 00:00:00-04:00,144.11661532155625,147.1299455962579,143.03141901558877,146.4807586669922,14470900,0.0,0.0,JNJ
2024-05-02 00:00:00-04:00,147.3140313468405,147.59502536002142,144.50417992196998,145.2599334716797,8459800,0.0,0.0,JNJ
2024-05-03 00:00:00-04:00,145.23088091723176,145.23088091723176,143.22523162522972,144.63015747070312,6532700,0.0,0.0,JNJ
2024-05-06 00:00:00-04:00,145.2115046104778,145.3859172605906,143.3124366349766,143.96160888671875,5042800,0.0,0.0,JNJ
2024-05-07 00:00:00-04:00,144.73671729103486,145.07582911518682,143.8356174710829,144.09722900390625,7333500,0.0,0.0,JNJ
2024-05-08 00:00:00-04:00,144.48479761923682,145.07583716872847,144.0778545369706,144.32008361816406,7735100,0.0,0.0,JNJ
2024-05-09 00:00:00-04:00,144.34915612089782,145.43435250467635,144.26195719620299,145.19212341308594,6546200,0.0,0.0,JNJ
2024-05-10 00:00:00-04:00,145.3374430581825,145.42464197573997,144.55262323118657,145.250244140625,5710600,0.0,0.0,JNJ
2024-05-13 00:00:00-04:00,145.37621741174934,147.27530015577648,145.05648799413225,146.51954650878906,5628500,0.0,0.0,JNJ
2024-05-14 00:00:00-04:00,147.12995241026206,147.47876288467575,146.01568974654242,146.674560546875,8254200,0.0,0.0,JNJ
2024-05-15 00:00:00-04:00,147.10088372883928,148.19574912390735,146.5970430995972,147.92445373535156,5548000,0.0,0.0,JNJ
2024-05-16 00:00:00-04:00,148.24420896905852,149.5813183300126,147.59503675620874,149.4844207763672,7591000,0.0,0.0,JNJ
2024-05-17 00:00:00-04:00,150.0463842119812,150.0463842119812,148.93213634065714,149.83322143554688,6521800,0.0,0.0,JNJ
2024-05-20 00:00:00-04:00,149.5401980869672,149.82344858809955,147.7429695586825,147.75274658203125,7742300,1.24,0.0,JNJ
2024-05-21 00:00:00-04:00,148.2509026568314,149.04206664534854,147.28391616864326,147.7234649658203,5492400,0.0,0.0,JNJ
2024-05-22 00:00:00-04:00,147.33275338303577,150.49742417243775,146.82485484834214,149.930908203125,6609800,0.0,0.0,JNJ
2024-05-23 00:00:00-04:00,149.19833956952684,149.28624336121663,145.90670175714197,146.21925354003906,8000400,0.0,0.0,JNJ
2024-05-24 00:00:00-04:00,146.05320825726932,146.32669665664253,143.34761062347013,143.552734375,9517000,0.0,0.0,JNJ
2024-05-28 00:00:00-04:00,143.37691722375607,143.37691722375607,140.7983015736922,141.02296447753906,10499800,0.0,0.0,JNJ
2024-05-29 00:00:00-04:00,140.47597891607538,142.0387676014009,140.36853598300928,141.08155822753906,8263800,0.0,0.0,JNJ
2024-05-30 00:00:00-04:00,141.2573809069094,142.22436740787344,140.67134067626546,141.90203857421875,8491100,0.0,0.0,JNJ
2024-05-31 00:00:00-04:00,142.18529015311933,144.05086851164984,141.81412094377828,143.25970458984375,14621200,0.0,0.0,JNJ
2024-06-03 00:00:00-04:00,143.82621271168418,145.43784173123422,143.35737761756036,144.30482482910156,7329200,0.0,0.0,JNJ
2024-06-04 00:00:00-04:00,144.0508823841862,144.8615855277149,142.79088322144952,144.3634490966797,8876400,0.0,0.0,JNJ
2024-06-05 00:00:00-04:00,144.52947042542905,144.54900956769558,142.45876846514054,142.5759735107422,5891300,0.0,0.0,JNJ
2024-06-06 00:00:00-04:00,142.11689616509588,143.58201880597315,141.2964310631642,143.0155029296875,5016300,0.0,0.0,JNJ
2024-06-07 00:00:00-04:00,143.26946316546395,144.85180587393182,142.9373722516371,143.66017150878906,5111600,0.0,0.0,JNJ
2024-06-10 00:00:00-04:00,143.12297501400883,144.12902490673972,142.2146059455048,143.7090301513672,5751300,0.0,0.0,JNJ
2024-06-11 00:00:00-04:00,143.39645088146983,143.73831883232899,142.05831014993535,143.3476104736328,5661200,0.0,0.0,JNJ
2024-06-12 00:00:00-04:00,143.64063606675197,143.78715728827402,141.4136506164147,142.0290069580078,6180500,0.0,0.0,JNJ
2024-06-13 00:00:00-04:00,141.69693037351783,142.60529944207067,140.53459712356212,142.06808471679688,6840400,0.0,0.0,JNJ
